id,p,nao_p,classe
0,0.30953225162730946,0.5829978220249502,1.0
8,0.2789027159186994,0.6276438476739381,1.0
20,0.3331812165397434,0.5779139406116794,1.0
27,1.0,0.0,1.0
35,0.3350178311948068,0.5662393417688696,1.0
47,0.38001181982567456,0.5270281449379725,1.0
62,0.32212662924702445,0.5860991086549354,1.0
69,0.3413581618885026,0.5656000877181616,1.0
78,0.295744916204784,0.6255686550068766,1.0
88,0.29806306534654564,0.6084588336773152,1.0
98,0.39430405341021807,0.5422887758066833,1.0
106,0.43849097682523297,0.46801115508832214,1.0
116,0.3887043814391926,0.5126443804385907,1.0
122,0.39091830539190414,0.5158350596912604,1.0
131,0.20072027264886166,0.7324979534303815,1.0
139,0.4270826131164326,0.4727474335399753,1.0
147,0.35897390338946933,0.5520832740747628,1.0
155,0.40598979176539296,0.5109603738448211,1.0
163,0.3615440288889366,0.5435524077074939,1.0
170,0.35516069833850317,0.5489684433733634,1.0
180,0.3546954223316591,0.5512715094705312,1.0
189,0.2581556807192694,0.6551195392580038,1.0
199,0.4413090341488178,0.4571300794224703,1.0
205,0.38835349717826256,0.49658220131212627,1.0
215,0.37399500469801655,0.523605810935144,1.0
224,0.3398908793029008,0.5653130432758762,1.0
236,0.3770247669871388,0.5310179726465603,1.0
247,0.34075548467284184,0.5738143255217176,1.0
256,0.3672589584653509,0.5010440085728056,1.0
266,0.23538396112885782,0.6783687438557665,1.0
274,0.4198448213765211,0.4862652838516235,1.0
284,0.4435964163151436,0.4591360868514805,1.0
291,0.4547789926082131,0.4455583866754992,1.0
301,0.4174817522491975,0.4998198441256759,1.0
308,0.30595560105349423,0.598065402516834,1.0
316,0.36991598199214354,0.5118951257604384,1.0
324,0.3783222273576779,0.5063708039296598,1.0
334,0.42254005647827964,0.4767628289956321,1.0
342,0.3818571219976076,0.5168676807120247,1.0
350,0.2589139722515329,0.654934286259535,1.0
356,0.34269330787459346,0.5581287168498458,1.0
363,0.29654058322236465,0.6141734992566859,1.0
371,0.5501667169660341,0.36727203930111396,1.0
376,0.37906608757878246,0.530104547125575,1.0
383,0.2717803842166395,0.6633475718349577,1.0
387,0.3748575720981103,0.5149168958724386,1.0
397,0.40663235685228594,0.4939541051119082,1.0
406,0.3299724248802432,0.5805916203839125,1.0
414,0.3347770666457082,0.5678406052127477,1.0
423,0.3310409765978963,0.5544727273260337,1.0
432,0.42884323925068324,0.4832839129463694,1.0
441,0.39815433157615904,0.5113391088468262,1.0
450,0.3356830712723931,0.5339097776041972,1.0
454,0.3264211040240978,0.5947724639209493,1.0
462,0.39115449042628353,0.5039207484035333,1.0
468,0.3287375356835646,0.5640867924012338,1.0
477,0.35350480348753066,0.5271390561406746,1.0
491,0.30228303991338873,0.6062952669839283,1.0
497,0.3558727170578162,0.5278433406386961,1.0
505,0.3327575660855169,0.5577641143273324,1.0
512,0.4231885774914575,0.48087720120468086,1.0
521,0.6963322288417236,0.24273143900199962,1.0
529,0.3417753525784337,0.5663105142665061,1.0
542,0.3073896330883086,0.5992556429685901,1.0
548,0.35293124005598314,0.5313929748044764,1.0
556,0.4111505463022731,0.4799812055399144,1.0
564,0.2937932328266087,0.6111582518613575,1.0
570,0.46964098573665664,0.4332790288049823,1.0
579,0.3180568222070156,0.5870318071473374,1.0
586,0.3034805221571228,0.5920835658911776,1.0
595,0.4278435325916247,0.4768268314899886,1.0
604,0.5329699766502402,0.37539884606762186,1.0
613,0.29914372034472625,0.6071782380486387,1.0
622,0.4699439549460494,0.4573887828267458,1.0
630,0.41220182879099593,0.4951807188654758,1.0
638,1.0,0.0,1.0
650,0.42518038397188973,0.46710703144447685,1.0
656,0.34372047956951846,0.5623681904123895,1.0
664,0.3381272349850635,0.5651663545589952,1.0
670,0.20967700208669576,0.7161965130836664,1.0
680,0.37158168666548874,0.5417881768733525,1.0
688,1.0,0.0,1.0
694,0.28865602474231944,0.6115470840445185,1.0
700,0.3355377339642446,0.5554011025586769,1.0
708,0.327970821639731,0.5558725259021615,1.0
715,0.3873894308638641,0.505102270801995,1.0
722,0.30009953612341406,0.6027067823550649,1.0
729,0.3789153000168927,0.5385345259299963,1.0
735,0.3567546620281084,0.5333634280466591,1.0
742,0.4658216939233606,0.43807519717842075,1.0
748,0.3748646486234538,0.535969129287601,1.0
758,0.47850690672200846,0.4381980056086675,1.0
766,0.34865069946387717,0.5664826831061974,1.0
773,0.4227060025254834,0.4930790049963151,1.0
780,0.44713678083205755,0.4691008112912586,1.0
787,0.42413317848685167,0.48452000721613886,1.0
796,0.28730406956111565,0.6112323299286201,1.0
803,0.33879467362083066,0.570534020495742,1.0
810,0.45872838827894713,0.45320302736731877,1.0
818,0.47784529765317385,0.4244026838379021,1.0
826,0.5509150948305531,0.3708573007149856,1.0
835,0.30965208818063394,0.5895652377782699,1.0
842,0.33202901020246856,0.5486529672467007,1.0
847,0.3687258125746369,0.5435437003911344,1.0
855,0.3151673606809824,0.5845962868967114,1.0
863,0.3780125069545048,0.5156643795102971,1.0
869,0.3430372599275818,0.5548325127259387,1.0
875,0.3365218699972002,0.5631887980149831,1.0
880,0.35517044598222375,0.5524666300862002,1.0
888,0.5411323678873298,0.37209001660161867,1.0
895,0.3553759378246637,0.5343105908225918,1.0
901,0.3622545364202817,0.5461314491312966,1.0
909,0.3820819605268401,0.5032732108437709,1.0
916,0.37174796561616613,0.5353330259122993,1.0
926,1.0,0.0,1.0
929,0.438983589021758,0.4711038140831629,1.0
937,0.407178477169212,0.4992710509930467,1.0
949,0.37679228029091566,0.5217664248418229,1.0
959,0.37088888488903143,0.5126005490275828,1.0
966,0.43125044519253386,0.47989857057395263,1.0
978,0.444327736346443,0.45237613472082494,1.0
984,0.3927279382922825,0.5026973497770215,1.0
992,0.3317918046930015,0.5805372412900524,1.0
1001,0.269748178893988,0.6388686419202435,1.0
1010,0.4256790609054824,0.5045740075463823,1.0
1019,0.3617922897768226,0.5374167139695348,1.0
1034,0.38106870322968545,0.5063633483297606,1.0
1039,0.47662753614141573,0.42353662958970856,1.0
1049,0.3977409399750035,0.4915074965197532,1.0
1057,0.19393487659414782,0.7535297189127341,1.0
1064,0.3813470390201686,0.4974520485202329,1.0
1072,0.4808052939887483,0.44089868175989944,1.0
1080,0.511860286025036,0.3964854178521733,1.0
1088,0.4221398614197591,0.48275445450189486,1.0
1095,0.2461695962666327,0.6676485756972641,1.0
1103,0.5195227346391559,0.3993735667825764,1.0
1110,0.3166976429804907,0.5764152788342922,1.0
