id,p,nao_p,classe
0,1.0,0.0,1.0
8,0.3166051002427576,0.5711814681334763,1.0
20,0.317193058904361,0.5638583473853994,1.0
27,1.0,0.0,1.0
35,0.38943189220564095,0.4925009746305261,1.0
47,0.36366900437396416,0.5304753758466378,1.0
62,0.363793793883049,0.5303735485719279,1.0
69,0.3175531237837904,0.5722457996779038,1.0
78,0.29900435206462106,0.6005808204623893,1.0
88,0.31831793414635834,0.5739980703786212,1.0
98,0.4119260778652001,0.48024721252988367,1.0
106,0.3511264974615749,0.5329732408745465,1.0
116,0.35374937377767407,0.5379771752993678,1.0
122,0.3928106733001834,0.49856017730971003,1.0
131,0.3492811233854804,0.5417006395435727,1.0
139,0.3694534405875461,0.5161142542581179,1.0
147,0.38972349650750443,0.5008323056159489,1.0
155,0.35108429891156795,0.5347864060533098,1.0
163,0.32696673097642254,0.5542404993888401,1.0
170,1.0,0.0,1.0
180,0.3299267240146051,0.5499864445977681,1.0
189,0.33009017358016296,0.5596328408903513,1.0
199,0.3290110819110045,0.5651715866640291,1.0
205,0.39834775010146395,0.4877941172802408,1.0
215,0.36026512522627024,0.5435415976236486,1.0
224,0.3441277504896281,0.5480964460688399,1.0
236,0.33470938296396846,0.546209829709881,1.0
247,0.35125708117833976,0.5252897121907981,1.0
256,0.3255900932054465,0.5542218847918958,1.0
266,0.31579640777099693,0.5700556371983091,1.0
274,1.0,0.0,1.0
284,0.3768704604892756,0.47607605104340234,1.0
291,0.37544527555176666,0.5148991559933568,1.0
301,0.3400225858430837,0.5592649940744912,1.0
308,0.3116037760793785,0.5747734873215884,1.0
316,1.0,0.0,1.0
324,0.40132564260715686,0.49099101853343313,1.0
334,1.0,0.0,1.0
342,1.0,0.0,1.0
350,0.3520940163671983,0.5391814164126733,1.0
356,0.3615263615413586,0.5250554101784546,1.0
363,1.0,0.0,1.0
371,0.3718420609272037,0.5180817862561948,1.0
376,0.3456780068181289,0.538815169063286,1.0
383,1.0,0.0,1.0
387,0.3645492917777544,0.5152912685436049,1.0
397,0.30819043325372336,0.5891377492509533,1.0
406,0.3129285675154018,0.5680805808830327,1.0
414,0.34167613511881506,0.5454152024777958,1.0
423,1.0,0.0,1.0
432,0.37087055180510237,0.5154309568827729,1.0
441,0.37224206587245434,0.5085912473381121,1.0
450,1.0,0.0,1.0
454,0.29756458030594324,0.5943529393338672,1.0
462,0.36554178181259045,0.5199295642127282,1.0
468,0.34423408475191136,0.5232324994806802,1.0
477,0.3554161868024611,0.5378064378287224,1.0
491,0.3557808916346476,0.5321188174211544,1.0
497,0.34516660952072087,0.5357331087254616,1.0
505,0.34273838195844253,0.5482010988780041,1.0
512,0.3467008289342902,0.541502942822438,1.0
521,0.34666897996320056,0.5212998117049656,1.0
529,0.3514864700735647,0.5352777867965891,1.0
542,1.0,0.0,1.0
548,1.0,0.0,1.0
556,0.41142402531207467,0.46331672868630164,1.0
564,1.0,0.0,1.0
570,0.35189714976087694,0.5269946702712202,1.0
579,0.36113219526223955,0.5259241807125501,1.0
586,1.0,0.0,1.0
595,1.0,0.0,1.0
604,0.3874992102405817,0.5081479009011728,1.0
613,0.3668584582574195,0.5251029888871434,1.0
622,0.35936365478044857,0.5247774765357328,1.0
630,0.3535651716530814,0.5397346842567607,1.0
638,1.0,0.0,1.0
650,0.37451002189937443,0.5159834799539764,1.0
656,0.30082164958395546,0.5867347501986102,1.0
664,0.35583381823268834,0.534329375794038,1.0
670,0.3256030534228725,0.5587748439799173,1.0
680,1.0,0.0,1.0
688,0.41132303747168464,0.47859749145755937,1.0
694,0.31257154716390073,0.5742066707118428,1.0
700,0.33626900715222074,0.5770345940109539,1.0
708,0.3343647071511967,0.5566072868655232,1.0
715,0.3298375685202781,0.5605793908901197,1.0
722,0.3303704072484229,0.5635479633580069,1.0
729,0.36358598245425905,0.5228115024569523,1.0
735,0.2975086346985418,0.6032788975396483,1.0
742,1.0,0.0,1.0
748,0.38753078438309896,0.501477821405359,1.0
758,0.35373907783122716,0.5427750625425176,1.0
766,0.3322050848814309,0.5571859088340767,1.0
773,0.3829150723640377,0.5054571428787608,1.0
780,1.0,0.0,1.0
787,0.3647041492172609,0.5171254535227244,1.0
796,1.0,0.0,1.0
803,0.31867043615055407,0.5666027888005525,1.0
810,0.3231343768239901,0.5654693652874049,1.0
818,0.41893621011848226,0.4784999160658323,1.0
826,0.3415844153998935,0.541724561184151,1.0
835,1.0,0.0,1.0
842,0.30900986147405096,0.5789881058618435,1.0
847,0.328503090522441,0.5646713329511027,1.0
855,0.33426668928759284,0.5571903019726183,1.0
863,0.34410959533676744,0.5442262768822439,1.0
869,0.35116375744957307,0.5286954543886145,1.0
875,0.3575270349134653,0.5326001445470171,1.0
880,1.0,0.0,1.0
888,0.381196087833439,0.5068827113969886,1.0
895,0.31086017009343314,0.5714263941452921,1.0
901,0.34039634695946563,0.5605599544919898,1.0
909,1.0,0.0,1.0
916,0.32472887792147836,0.5564827983067723,1.0
926,0.32697588436652525,0.5583772392420724,1.0
929,0.3277531941100928,0.5598209270326422,1.0
937,0.3247984360832201,0.5631473036214582,1.0
949,0.30697582048003613,0.5858905375309442,1.0
959,0.3555536525116451,0.524009372111157,1.0
966,0.3369751121682331,0.5514469927720419,1.0
