id,p,nao_p,classe
0,0.0021072215768646848,0.004330995315451955,1.0
8,0.005106968404315459,0.009076382189854236,1.0
20,0.018882012103340604,0.037868659489403544,1.0
27,0.0020346110901164043,0.003742536135409197,1.0
35,0.031473250089116646,0.054495063198250336,1.0
47,0.04195705223189367,0.07143402339275005,1.0
62,0.01640368322712156,0.031201622908472715,1.0
69,0.1103127423068332,0.20096501057144633,1.0
78,0.00990122612516925,0.021118534276421255,1.0
88,0.011440957375089537,0.01823748272827249,1.0
98,0.009651174539914575,0.016653581834274886,1.0
106,0.01899133924970882,0.026586731529644123,1.0
116,0.02641624337535042,0.04291916083847171,1.0
122,0.05963210763348135,0.09661781697143142,1.0
131,0.004793826820026088,0.0102506648458854,1.0
139,0.02220574905043154,0.027029844214049463,1.0
147,0.03785272973202272,0.06783604691493934,1.0
155,0.01033954241364877,0.019742176273443636,1.0
163,0.025048858704165268,0.04521202369986166,1.0
170,0.018909802032446212,0.033373711722405136,1.0
180,0.09757803421242246,0.17501732173834336,1.0
189,0.01523871384686437,0.030126494516177108,1.0
199,0.021352120102940207,0.027824193107542763,1.0
205,0.0022101671154339617,0.00373167091593729,1.0
215,0.009701475253156783,0.01811781522891207,1.0
224,0.011621054158840098,0.021254267974874633,1.0
236,0.018247049258372724,0.03501527147115907,1.0
247,0.03904439779632844,0.07142735297058518,1.0
256,0.0050524126333883635,0.008786149224018141,1.0
266,0.00828922204162699,0.021101425987232407,1.0
274,0.017561915604915705,0.029637846149323025,1.0
284,0.03010451630052988,0.03899368782771265,1.0
291,0.013335350725743964,0.021539530395397983,1.0
301,0.02181720872179387,0.03674801515105779,1.0
308,0.015433679315257819,0.03218349964834818,1.0
316,0.00366172393135603,0.006405400788448491,1.0
324,0.005787082767368423,0.009812045595894643,1.0
334,0.019736923936347548,0.028895677280927987,1.0
342,0.015886208566241528,0.025206836049607446,1.0
350,0.0077896053326929875,0.018138092934327468,1.0
356,0.022971473424871925,0.04332369230857686,1.0
363,0.019352244086383176,0.04043872188801698,1.0
371,0.007798373264983972,0.013944216796925512,1.0
376,0.031657715609339415,0.05180748281681004,1.0
383,0.009439998209469584,0.019290637804816,1.0
387,0.002987292739787752,0.005329510253844835,1.0
397,0.014747801717766133,0.026764479866277436,1.0
406,0.020567895607994716,0.03730483576696464,1.0
414,0.013308906149668263,0.02360538029437504,1.0
423,0.007556351708328316,0.015287691490005018,1.0
432,0.02182742922419838,0.038093440735537644,1.0
441,0.044786607868880675,0.07146477423481029,1.0
450,0.0027524191817664663,0.005149180995824258,1.0
454,0.011643280606219254,0.021842204122855913,1.0
462,0.01165740912278168,0.021054838554850762,1.0
468,0.012398764000020825,0.0240017516469205,1.0
477,0.002126078948528237,0.0038013413967091197,1.0
491,0.011340227255228316,0.022723098725045597,1.0
497,0.0037037275583147386,0.0063012960899342186,1.0
505,0.011263167289460647,0.01588009545066544,1.0
512,0.016257626439118017,0.027369009355161775,1.0
521,0.0069043108530183715,0.005081594992716688,1.0
529,0.017211709467567764,0.031091464193694834,1.0
542,0.006843368549195831,0.013641051147688056,1.0
548,0.007276131433466037,0.013303291419892217,1.0
556,0.013613896689497326,0.020464882146907882,1.0
564,0.024099717008504294,0.050533188386910725,1.0
570,0.0093228318131801,0.012023069041613743,1.0
579,0.028316709217187454,0.05670660923692391,1.0
586,0.014786100920582808,0.029823376537822223,1.0
595,0.01413651532886809,0.02235736449906912,1.0
604,0.011771894436295146,0.01348113726521494,1.0
613,0.008160003237031302,0.00935429353467759,1.0
622,0.011310038371206525,0.01787614554272141,1.0
630,0.01619176545751113,0.027081160537673683,1.0
638,0.0022048285996015445,0.0035670929888013143,1.0
650,0.011266308908215953,0.01461282340077069,1.0
656,0.01120526472651575,0.01868695216397787,1.0
664,0.01161893344924043,0.01863744003285518,1.0
670,0.003561293818791877,0.006510694210362417,1.0
680,0.031983701140575437,0.05464347783933645,1.0
688,0.0078365117632146,0.003561875258436266,1.0
694,0.01338991362431199,0.02741973536636052,1.0
700,0.008934217038215024,0.013997783127629653,1.0
708,0.004637446105975827,0.008547325891970716,1.0
715,0.006062360544426427,0.003768447530233247,1.0
722,0.009021001633894325,0.01606767160832706,1.0
729,0.020999667125779435,0.036619506716777175,1.0
735,0.006589567909583306,0.012686551238274937,1.0
742,0.015476620219038844,0.024339484054751098,1.0
748,0.011945913108402208,0.019895393602424285,1.0
758,0.014922691487535798,0.020312717577541096,1.0
766,0.0123419441641335,0.02131850059123244,1.0
773,0.006338331210327633,0.010551488723685103,1.0
780,0.019634424107293515,0.03262867894070036,1.0
787,0.029064179581345533,0.04528342884909146,1.0
796,0.015597209462093631,0.03176339835844037,1.0
803,0.023206686450667757,0.04570015127579732,1.0
810,0.01377140731229882,0.024454349210376623,1.0
818,0.0075698462473740525,0.010231608698096202,1.0
826,0.007277080785735478,0.013204332677632654,1.0
835,0.012771068736489963,0.023993889519148315,1.0
842,0.002077673116494924,0.003914593075038906,1.0
847,0.01672441370627887,0.029842863168580668,1.0
855,0.007873912726230496,0.011801987219912092,1.0
863,0.012338536869097813,0.02390135770217041,1.0
869,0.008174196081938393,0.016644997485155907,1.0
875,0.015837328321135175,0.022597114225194403,1.0
880,0.00940014651672481,0.01992638566646509,1.0
888,0.009014275306120341,0.010967509117504845,1.0
895,0.005597122334528133,0.0055258852871551915,1.0
901,0.013702565232035129,0.0217766753942563,1.0
909,0.006546888887119136,0.008150133277781082,1.0
916,0.02747388132594295,0.04756632872636968,1.0
926,0.002272079872156889,0.00389946256722189,1.0
929,0.01663267079508423,0.02794060855415488,1.0
937,0.011336870395399415,0.022726959895218852,1.0
949,0.015137730386117055,0.025458730371446272,1.0
959,0.008777777582114047,0.012878458098623478,1.0
