id,p,nao_p,classe
0,0.0020537263509403016,0.003985772170112376,1.0
8,0.005079820670182809,0.011220099259550335,1.0
20,0.017891702025366645,0.03848564319865831,1.0
27,0.001939994698952404,0.0036534403435884944,1.0
35,0.03057487234410762,0.057677655094509075,1.0
47,0.041554594794129505,0.07171581109382812,1.0
62,0.015853465984149336,0.033821550659843,1.0
69,0.10831027737326278,0.20495236846297865,1.0
78,0.009689305402142247,0.019894279444490827,1.0
88,0.01183065846267664,0.017842012291872884,1.0
98,0.009688047406925755,0.016696349322712006,1.0
106,0.016592875696942077,0.027966871967583413,1.0
116,0.027857730725199172,0.04476961563416596,1.0
122,0.05731459311547709,0.09705322964379798,1.0
131,0.004682051431751554,0.008572035415664581,1.0
139,0.017092788750196045,0.028608516745488508,1.0
147,0.03692980674646863,0.06990497356850064,1.0
155,0.010198214683528143,0.016070801270173286,1.0
163,0.024212706540120796,0.045604411874536725,1.0
170,0.017991838986711767,0.034116931242845976,1.0
180,0.09458473036944644,0.17624834808461398,1.0
189,0.013980429788730812,0.030194591412228758,1.0
199,0.018540301385439394,0.026688639061461034,1.0
205,0.006298157256087003,0.003656633528736399,1.0
215,0.009505759735095267,0.019370094485331776,1.0
224,0.011836271368373584,0.020524494788298955,1.0
236,0.01826396571115665,0.035075398196317095,1.0
247,0.03640545544511571,0.07169249801585525,1.0
256,0.004911143701247086,0.011487385051745163,1.0
266,0.008121250628490017,0.02103017300559858,1.0
274,0.015496542727886527,0.030818649200700453,1.0
284,0.029221210643123854,0.04010140163613882,1.0
291,0.012932982320809546,0.01994076471412352,1.0
301,0.023779143468994332,0.036009606081616366,1.0
308,0.014763082068708541,0.03313835230236123,1.0
316,0.0035657419535374715,0.006353904364139855,1.0
324,0.006999936544005304,0.009900992344886034,1.0
334,0.019274193277577432,0.028217016612316237,1.0
342,0.014394078880278402,0.02382310551602548,1.0
350,0.00868121551087872,0.017331511610170568,1.0
356,0.022852196002646798,0.04432095874031829,1.0
363,0.019162413922287472,0.040768958997895406,1.0
371,0.007525275547280368,0.015044349037377303,1.0
376,0.029647247326165332,0.05185057227288507,1.0
383,0.009049464877565088,0.01953812214664929,1.0
387,0.0053970834433072525,0.005527422158716344,1.0
397,0.016029725280157642,0.03035810995096129,1.0
406,0.020643237814777848,0.039154362771055905,1.0
414,0.013260107415676297,0.024202165383334178,1.0
423,0.007465992232357212,0.015999390179636024,1.0
432,0.021161616297898894,0.03755043011412648,1.0
441,0.04301580358815595,0.07155668813365147,1.0
450,0.002668743082344073,0.0051320308795328,1.0
454,0.0113722760367671,0.02279695398170277,1.0
462,0.011337515072936398,0.018570172370089733,1.0
468,0.012184836877606246,0.023611372292088036,1.0
477,0.002105167597056133,0.003906343016516543,1.0
491,0.011783023567584375,0.025592189189828793,1.0
497,0.005759528114191545,0.006397943328940461,1.0
505,0.008895639882154596,0.01725702236256211,1.0
512,0.01569790721797419,0.026067702694351116,1.0
521,0.002955557296696377,0.005007954224182824,1.0
529,0.016102203406844498,0.030571657633324003,1.0
542,0.006786478159521977,0.010899227971041753,1.0
548,0.005525768151598453,0.013306052506158636,1.0
556,0.012232922139701471,0.021334094665255817,1.0
564,0.023573816135719353,0.05076773255252875,1.0
570,0.007069798847617392,0.011636252896271924,1.0
579,0.026210989562996778,0.05700023519493472,1.0
586,0.01385260324469123,0.028568445592618213,1.0
595,0.015181036447755376,0.02323302251826618,1.0
604,0.009122779455116062,0.013737561515188169,1.0
613,0.0067008695031671155,0.010946708735569964,1.0
622,0.010135437794507717,0.017791540977323304,1.0
